Lon;Lat;Year;Total;geometry;area_km2
25,75;65,75;2020;29,593;POLYGON ((5036635.885930221 4790190.777624249, 5023266.723425109 4844161.26720578, 5045448.408888988 4849303.519929727, 5059241.932096055 4795422.446177219, 5036635.885930221 4790190.777624249));1278,052609424425
2,75;50,25;2020;0,309;POLYGON ((3784297.753078632 3014970.3708112966, 3789919.636163163 3070341.9019861436, 3825196.1624972033 3066835.4617522615, 3819948.287940598 3011432.8944596527, 3784297.753078632 3014970.3708112966));1983,3617317656783
13,75;49,75;2020;8,397;POLYGON ((4574466.126209885 2937941.538161754, 4571854.348251822 2993493.412114004, 4607652.376866317 2995324.5938392538, 4610637.039924647 2939788.5959312283, 4574466.126209885 2937941.538161754));2003,8654234421053
19,25;54,25;2020;1,331;POLYGON ((4909529.610387412 3469213.0128156412, 4902502.136300986 3524478.7233424108, 4934596.706930198 3528617.45770744, 4942012.988426227 3473394.69446119, 4909529.610387412 3469213.0128156412));1813,824260730967
18,75;59,75;2020;9,371;POLYGON ((4802189.976442551 4073200.204226815, 4795193.916889019 4128397.195653746, 4822916.271472652 4131840.076484407, 4830322.097580895 4076688.062873356, 4802189.976442551 4073200.204226815));1565,8253850851083
12,25;50,75;2020;3,502;POLYGON ((4462886.698152522 3045059.4575181236, 4461377.858023215 3100661.8714400516, 4496458.132987181 3101741.429831154, 4498344.094543911 3046148.7438530265, 4462886.698152522 3045059.4575181236));1962,7015527021365
19,75;66,25;2020;19,992;POLYGON ((4754092.947208413 4795060.8268762585, 4745825.963705771 4849852.916471018, 4768005.039463911 4852995.513626811, 4776704.422373027 4798259.311707509, 4754092.947208413 4795060.8268762585));1253,354409745511
28,25;65,75;2020;32,533;POLYGON ((5149196.496864431 4817980.750967441, 5133712.334416641 4871475.948015684, 5155655.660467393 4877418.603581308, 5171560.67700655 4824026.921037835, 5149196.496864431 4817980.750967441));1278,052618294736
5,75;44,25;2020;13,487;POLYGON ((3959493.1851743115 2331990.9377168724, 3962646.4912564512 2387354.9654538394, 4002417.627768239 2385092.415764946, 3999614.494661257 2329712.5037774653, 3959493.1851743115 2331990.9377168724));2218,663079240798
10,25;51,75;2020;9,472;POLYGON ((4321000 3154368.614427165, 4321000 3210000, 4355338.696787077 3210117.7680448084, 4355719.9462953145 3154487.4859172343, 4321000 3154368.614427165));1920,9175042951217
31,25;62,75;2020;12,37;POLYGON ((5389019.224513097 4538778.422073437, 5371460.310749182 4591865.612624363, 5395544.3874235805 4599467.610083262, 5413509.933227213 4546495.181152845, 5389019.224513097 4538778.422073437));1424,0034504910197
4,25;45,25;2020;13,869;POLYGON ((3847679.073485604 2451061.9654953945, 3851932.613994673 2506403.2122344244, 3890936.8860271988 2503386.691184753, 3887037.424966422 2448023.428712267, 3847679.073485604 2451061.9654953945));2181,1156681469597
10,25;46,75;2020;4,303;POLYGON ((4321000 2598523.3238534243, 4321000 2654053.479931807, 4359060.28052466 2654181.773655381, 4359421.197440251 2598652.6080122753, 4321000 2598523.3238534243));2123,5185078137015
-5,75;39,75;2020;1,513;POLYGON ((2948373.848532891 1968352.8276325813, 2958937.6498573693 2022708.2417377697, 3000819.188027136 2013850.3790687795, 2990583.3561975425 1959442.1459035217, 2948373.848532891 1968352.8276325813));2378,90701322472
12,75;57,75;2020;16,614;POLYGON ((4471039.895522402 3824607.29127607, 4469016.561648929 3880186.6939967223, 4498601.192506638 3881326.542771394, 4501029.021206 3825760.775982504, 4471039.895522402 3824607.29127607));1657,8858173155074
5,25;44,25;2020;11,208;POLYGON ((3919390.1873301356 2334537.225414184, 3922893.5891326824 2389883.4984433027, 3962646.4912564512 2387354.9654538394, 3959493.1851743115 2331990.9377168724, 3919390.1873301356 2334537.225414184));2218,66307556916
-6,25;39,75;2020;1,016;POLYGON ((2906231.777632635 1977544.1634393057, 2917123.334081119 2031845.0567485953, 2958937.6498573693 2022708.2417377697, 2948373.848532891 1968352.8276325813, 2906231.777632635 1977544.1634393057));2378,9069983096438
8,25;53,25;2020;0,882;POLYGON ((4186737.535514444 3323122.7157595875, 4188286.2526993593 3378745.327275403, 4221458.28831326 3377944.653234631, 4220296.7044493 3322314.079618597, 4186737.535514444 3323122.7157595875));1857,1051922019292
2,75;49,75;2020;1,461;POLYGON ((3778706.063857205 2959604.825240297, 3784297.753078632 3014970.3708112966, 3819948.287940598 3011432.8944596527, 3814728.6117644035 2956036.6396203497, 3778706.063857205 2959604.825240297));2003,865399109037
19,25;53,25;2020;3,327;POLYGON ((4923479.014760493 3358671.3620856167, 4916521.945107506 3413943.530137134, 4949392.210156404 3418167.7419789606, 4956734.239231825 3362937.6871793345, 4923479.014760493 3358671.3620856167));1857,1051512509937
4,25;48,25;2020;5,197;POLYGON ((3873573.1917801066 2783335.356310109, 3877975.2733740825 2838759.551386955, 3914811.835157493 2835880.568263899, 3910776.148873855 2780432.8020273647, 3873573.1917801066 2783335.356310109));2064,422485803886
29,25;62,25;2020;11,708;POLYGON ((5306282.822087648 4456129.837569145, 5290425.839029628 4509684.289058887, 5315165.718562308 4516691.240408095, 5331430.761354418 4463239.951149924, 5306282.822087648 4456129.837569145));1447,9379323854348
2,75;41,75;2020;6,041;POLYGON ((3693433.771854434 2075438.379834882, 3698527.570389065 2130563.802357766, 3739885.876862118 2126574.1706968485, 3735131.1631234097 2071423.2640138608, 3693433.771854434 2075438.379834882));2309,478080111041
-5,75;42,75;2020;6,287;POLYGON ((3012774.0111014387 2294735.479017902, 3023743.0199671406 2349183.7255902244, 3063613.8589887437 2340657.573753254, 3052985.0306373816 2286152.2817469514, 3012774.0111014387 2294735.479017902));2273,6817006800934
13,25;52,25;2020;6,933;POLYGON ((4526966.817349213 3214239.2462494946, 4524667.794431069 3269834.721014678, 4558584.293743946 3271350.8625906296, 4561266.295962838 3215769.881213486, 4526966.817349213 3214239.2462494946));1899,7966871710191
27,25;65,75;2020;34,139;POLYGON ((5104315.962452231 4806375.786149307, 5089675.717024637 4860069.561102531, 5111718.557061624 4865692.842892228, 5126781.122135576 4812096.947811855, 5104315.962452231 4806375.786149307));1278,0526144893174
29,25;67,25;2020;14,915;POLYGON ((5144699.687515322 4989961.265549814, 5128177.846944407 5043114.387969939, 5148748.777700331 5049042.730485696, 5165694.623980049 4996001.319406176, 5144699.687515322 4989961.265549814));1203,6556052228987
0,75;45,75;2020;7,419;POLYGON ((3579690.087543968 2534847.9995053993, 3586457.9951417297 2589995.4360500867, 3624896.18089372 2585183.248303093, 3618483.4423882407 2529999.9421082037, 3579690.087543968 2534847.9995053993));2162,0853773558983
27,25;66,25;2020;36,09;POLYGON ((5089675.717024637 4860069.561102531, 5074976.05182245 4913723.606255914, 5096594.951705154 4919248.235223087, 5111718.557061624 4865692.842892228, 5089675.717024637 4860069.561102531));1253,35443375979
0,25;44,25;2020;4,273;POLYGON ((3519815.30529002 2374714.1188651053, 3526813.5090761585 2429779.813731232, 3566272.5411923975 2424596.2632030845, 3559623.1832636464 2369494.0675999853, 3519815.30529002 2374714.1188651053));2218,663016536257
12,75;49,25;2020;8,644;POLYGON ((4503941.404150428 2879417.9929905795, 4502085.765458508 2934985.9533910733, 4538281.725781744 2936340.641068814, 4540508.370749961 2880784.1978366883, 4503941.404150428 2879417.9929905795));2024,2110789868993
1,75;45,75;2020;14,118;POLYGON ((3657312.960290661 2525413.1938917767, 3663370.3611067 2580630.4249903653, 3701878.5340186665 2576337.0920730974, 3696176.6299823667 2521087.8798452835, 3657312.960290661 2525413.1938917767));2162,0853907748615
4,25;48,75;2020;1,221;POLYGON ((3877975.2733740825 2838759.551386955, 3882401.8086295747 2894193.853734312, 3918869.9479597034 2891338.7011260376, 3914811.835157493 2835880.568263899, 3877975.2733740825 2838759.551386955));2044,3972355950054
7,75;47,75;2020;8,567;POLYGON ((4132552.8932514447 2712780.675397696, 4134377.889524886 2768314.2877330203, 4171690.557835467 2767177.887233131, 4170230.4991246653 2711635.1570055373, 4132552.8932514447 2712780.675397696));2084,2854032892715
26,75;66,25;2020;33,194;POLYGON ((5067585.204033998 4854606.367703483, 5053310.190929342 4908356.224835282, 5074976.05182245 4913723.606255914, 5089675.717024637 4860069.561102531, 5067585.204033998 4854606.367703483));1253,3544315605768
16,25;49,75;2020;5,706;POLYGON ((4755147.288332444 2949637.1958440267, 4750672.103116001 3005088.5082404977, 4786374.358735582 3008138.906242562, 4791221.8631023085 2952714.062649003, 4755147.288332444 2949637.1958440267));2003,8654076299995
26,75;63,25;2020;16,148;POLYGON ((5152013.990800418 4531328.064222775, 5138089.026863942 4585294.919642353, 5162278.1831716485 4591225.904416004, 5176617.899763214 4537350.356840861, 5152013.990800418 4531328.064222775));1399,9542437474552
9,25;46,25;2020;12,068;POLYGON ((4243441.914926733 2543530.198725734, 4244159.594146876 2599040.45688801, 4282578.802559749 2598652.6080122753, 4282219.958181992 2543139.4123820667, 4243441.914926733 2543530.198725734));2142,885930667896
-7,25;43,25;2020;13,545;POLYGON ((2904533.4542836174 2376370.955574778, 2916594.0614563227 2430646.6601791126, 2955919.9972541854 2421379.671768569, 2944200.7511852486 2367040.64674155, 2904533.4542836174 2376370.955574778));2255,517402877553
21,75;50,25;2020;6,989;POLYGON ((5141711.073532096 3052020.9825218543, 5133104.376583731 3107067.0019844454, 5168055.2753432505 3112739.6622191854, 5177033.990065117 3057743.9957891405, 5141711.073532096 3052020.9825218543));1983,3616796728984
22,75;52,75;2020;5,044;POLYGON ((5165063.323949125 3338418.2666439563, 5155466.1008044155 3393352.732139821, 5188437.635630307 3399223.1511813044, 5198415.884234137 3344346.197302561, 5165063.323949125 3338418.2666439563));1878,5253210245733
9,25;53,25;2020;3,086;POLYGON ((4253861.399545367 3321736.463013416, 4254635.810679607 3377372.7237748387, 4287816.990881022 3377029.5583271086, 4287429.778746699 3321389.8853060803, 4253861.399545367 3321736.463013416));1857,1051934515276
31,25;63,25;2020;14,753;POLYGON ((5371460.310749182 4591865.612624363, 5353827.5822960185 4644913.071898522, 5377503.453247827 4652399.372918603, 5395544.3874235805 4599467.610083262, 5371460.310749182 4591865.612624363));1399,9542417498515
7,25;46,75;2020;5,662;POLYGON ((4090542.4324192326 2603177.175431109, 4092707.591470295 2658671.6730740946, 4130738.182671883 2657260.641646069, 4128933.793759786 2601755.2477665613, 4090542.4324192326 2603177.175431109));2123,518502277619
24,75;63,75;2020;15,738;POLYGON ((5040851.523516646 4563315.905587339, 5028539.54671184 4617590.255017014, 5052499.204127529 4622741.669360604, 5065230.042458941 4568548.42457485, 5040851.523516646 4563315.905587339));1375,7921552773284
-0,75;45,75;2020;2,682;POLYGON ((3463547.120145764 2550958.6679795096, 3471379.427976439 2605986.8165542753, 3509697.6159505774 2600397.36444405, 3502219.914116509 2545327.5056008683, 3463547.120145764 2550958.6679795096));2162,0853543879307
7,75;46,75;2020;9,002;POLYGON ((4128933.793759786 2601755.2477665613, 4130738.182671883 2657260.641646069, 4168778.670466722 2656106.106961868, 4167335.100630922 2600591.798374726, 4128933.793759786 2601755.2477665613));2123,5185041226146
12,75;58,25;2020;8,984;POLYGON ((4469016.561648929 3880186.6939967223, 4466983.670854532 3935756.96389277, 4496161.898652278 3936883.051532845, 4498601.192506638 3881326.542771394, 4469016.561648929 3880186.6939967223));1635,0652182839451
11,25;49,25;2020;11,701;POLYGON ((4394190.125120379 2876809.5751455994, 4393447.79236545 2932399.521638999, 4429666.872076949 2933015.363698846, 4430780.343612837 2877430.6518431874, 4394190.125120379 2876809.5751455994));2024,2110828992525
28,75;64,25;2020;33,8;POLYGON ((5218887.729519965 4663610.481070229, 5203176.9632714465 4717121.7334875185, 5226323.928477404 4723540.142236707, 5242449.977566058 4670132.715699996, 5218887.729519965 4663610.481070229));1351,519062372469
-0,75;47,25;2020;0,748;POLYGON ((3487179.845375455 2716076.8298491114, 3495147.6315292455 2771136.5775067513, 3532389.8927874938 2765675.1522642644, 3524782.7594095813 2710572.246309133, 3487179.845375455 2716076.8298491114));2103,9844561729687
21,75;62,25;2020;16,517;POLYGON ((4922829.449685662 4371339.896682071, 4913167.314078702 4426121.080488943, 4938623.577904683 4430426.799998543, 4948702.358818571 4375708.665527219, 4922829.449685662 4371339.896682071));1447,9379493135639
2,75;42,25;2020;12,735;POLYGON ((3698527.570389065 2130563.802357766, 3703653.317117801 2185712.1090247855, 3744670.424668001 2181748.2880983464, 3739885.876862118 2126574.1706968485, 3698527.570389065 2130563.802357766));2291,6691041002164
9,75;52,25;2020;3,823;POLYGON ((4286661.303212923 3210117.7680448084, 4287044.5472126 3265752.261235227, 4321000 3265635.6079546455, 4321000 3210000, 4286661.303212923 3210117.7680448084));1899,7966928336405
13,25;53,25;2020;9,472;POLYGON ((4522356.855626844 3325432.930459189, 4520034.042602794 3381032.792496103, 4553178.644457891 3382519.505924929, 4555888.393696611 3326934.431542426, 4522356.855626844 3325432.930459189));1857,1051884561327
-5,25;37,25;2020;0,833;POLYGON ((2940404.1958996053 1687718.174067896, 2950305.8804032467 1742017.2744211555, 2993872.618593393 1733189.8079104512, 2984288.6726836106 1678843.006982141, 2940404.1958996053 1687718.174067896));2461,540761159962
18,25;50,25;2020;4,905;POLYGON ((4893324.047022856 3018751.225593612, 4887328.329483798 3074089.577141571, 4922545.829725978 3078078.3692636667, 4928915.195923923 3022775.3414660264, 4893324.047022856 3018751.225593612));1983,3617222841076
4,25;46,25;2020;4,411;POLYGON ((3856211.1293317964 2561760.928752415, 3860514.5319217527 2617134.0597979305, 3898804.4394982047 2614162.3477706, 3894859.2509416766 2558766.682615864, 3856211.1293317964 2561760.928752415));2142,885906170182
1,25;47,75;2020;3,898;POLYGON ((3644357.061407162 2750809.2658487824, 3650917.8054138953 2806039.7728208164, 3687950.28653896 2801626.5854228563, 3681753.0046486272 2746360.578986824, 3644357.061407162 2750809.2658487824));2084,285353065528
25,25;67,75;2020;33,464;POLYGON ((4961892.833033157 5001125.492395788, 4948738.512438167 5055028.41666988, 4969247.157926466 5059656.580910113, 4982833.079487036 5005843.003614187, 4961892.833033157 5001125.492395788));1178,6588147090622
5,25;44,75;2020;14,431;POLYGON ((3922893.5891326824 2389883.4984433027, 3926417.967604707 2445248.8412497006, 3965818.6831881492 2442738.277156862, 3962646.4912564512 2387354.9654538394, 3922893.5891326824 2389883.4984433027));2199,975332252374
14,75;63,25;2020;23,08;POLYGON ((4549945.345398808 4440369.33887999, 4546118.975923678 4495711.160258696, 4571084.477581357 4497405.858753741, 4575335.400788819 4442089.975692663, 4549945.345398808 4440369.33887999));1399,9542528933976
15,75;60,25;2020;13,952;POLYGON ((4628334.200630994 4111860.1059643636, 4623781.480074448 4167258.3664198024, 4651232.749939809 4169493.652843225, 4656198.567798582 4114125.213054495, 4628334.200630994 4111860.1059643636));1542,4919386466895
3,75;46,75;2020;5,225;POLYGON ((3822248.498290278 2620363.820783989, 3826936.8533649277 2675726.5310294367, 3864842.734478761 2672521.5480269166, 3860514.5319217527 2617134.0597979305, 3822248.498290278 2620363.820783989));2123,5184790596227
17,25;50,25;2020;10,101;POLYGON ((4822051.712059402 3011432.8944596527, 4816803.837502797 3066835.4617522615, 4852080.363836837 3070341.9019861436, 4857702.246921368 3014970.3708112966, 4822051.712059402 3011432.8944596527));1983,3617317656647
0,25;45,25;2020;6,944;POLYGON ((3533853.425868905 2484861.2023799545, 3540934.9074246995 2539957.2338409987, 3579690.087543968 2534847.9995053993, 3572961.5561670354 2479714.590835016, 3533853.425868905 2484861.2023799545));2181,11561958392
22,75;50,75;2020;7,027;POLYGON ((5202960.465805761 3118652.2175883986, 5193560.300735854 3173595.797531976, 5228044.500810636 3179692.834235104, 5237818.041869571 3124804.480316603, 5202960.465805761 3118652.2175883986));1962,701459578394
20,25;49,75;2020;8,765;POLYGON ((5042934.54041408 2981125.79839461, 5035485.568724835 3036305.967362858, 5070934.945298966 3041301.8009393015, 5078754.73633986 2986165.0784206428, 5042934.54041408 2981125.79839461));2003,8653660892544
7,25;48,75;2020;10,844;POLYGON ((4099277.1956575485 2825238.0131371617, 4101491.6292500393 2880784.1978366883, 4138058.5958495717 2879417.9929905795, 4136213.135636907 2823860.415357197, 4099277.1956575485 2825238.0131371617));2044,3972526508169
12,75;48,75;2020;3,543;POLYGON ((4505786.864363093 2823860.415357197, 4503941.404150428 2879417.9929905795, 4540508.370749961 2880784.1978366883, 4542722.8043424515 2825238.0131371617, 4505786.864363093 2823860.415357197));2044,3972526508169
16,75;65,25;2020;16,934;POLYGON ((4629171.886366031 4669081.284304115, 4623553.7572233025 4724204.521583574, 4646737.164542851 4726460.653833223, 4652786.187763414 4671375.508407949, 4629171.886366031 4669081.284304115));1302,6473732158956
-6,25;42,25;2020;9,998;POLYGON ((2961389.0248380816 2249211.581700041, 2972629.0315631144 2303588.79086466, 3012774.0111014387 2294735.479017902, 3001871.9188314173 2240300.116875528, 2961389.0248380816 2249211.581700041));2291,6689204188256
1,25;44,75;2020;10,975;POLYGON ((3605770.0904397625 2419677.7142903623, 3612108.034692473 2474831.0797136347, 3651290.8404899007 2470210.8002021117, 3645304.1268170094 2415024.297094715, 3605770.0904397625 2419677.7142903623));2199,975289081179
20,25;64,75;2020;23,189;POLYGON ((4802587.542581122 4633868.172353546, 4793995.802561642 4688694.521894918, 4817437.89104355 4692172.078557011, 4826456.367866107 4637403.071635935, 4802587.542581122 4633868.172353546));1327,1368321560892
5,75;48,25;2020;10,091;POLYGON ((3985244.7583371 2775384.108161618, 3988547.316158728 2830872.8627396314, 4025442.337170122 2828744.2886980106, 4022506.4912967025 2773238.1159907198, 3985244.7583371 2775384.108161618));2064,422496094965
11,75;49,25;2020;8,367;POLYGON ((4430780.343612837 2877430.6518431874, 4429666.872076949 2933015.363698846, 4465880.171991664 2933877.516358781, 4467364.749188731 2878300.1331495685, 4430780.343612837 2877430.6518431874));2024,2110819209486
-0,25;42,75;2020;13,065;POLYGON ((3458271.6700945487 2215220.84821657, 3465486.3136763913 2270196.1789531885, 3505944.6321770977 2264634.00335757, 3499072.4618239035 2209621.67360787, 3458271.6700945487 2215220.84821657));2273,681822749083
-7,25;42,75;2020;9,887;POLYGON ((2892545.491679744 2322104.8530451013, 2904533.4542836174 2376370.955574778, 2944200.7511852486 2367040.64674155, 2932552.166577056 2312711.9928006777, 2892545.491679744 2322104.8530451013));2273,681658602761
-4,25;39,25;2020;3,266;POLYGON ((3065679.1178852078 1887975.9075022128, 3075196.203268795 1942463.554866672, 3117595.3063277034 1934396.0336355902, 3108404.706459305 1879861.2982237982, 3065679.1178852078 1887975.9075022128));2395,806729800527
4,75;49,75;2020;11,681;POLYGON ((3922950.4086265867 2946806.1331532276, 3927053.138756855 3002281.7949228887, 3962799.4509550678 2999718.853159563, 3959069.3004589975 2944220.9609660343, 3922950.4086265867 2946806.1331532276));2003,8654148983182
20,75;67,75;2020;19,411;POLYGON ((4771781.734977056 4965553.74743749, 4762538.690514038 5020129.561680304, 4783355.999890305 5023404.482043966, 4793035.754797696 4968891.749445145, 4771781.734977056 4965553.74743749));1178,6587922677722
-3,75;47,75;2020;0,994;POLYGON ((3272673.54332468 2809207.987577557, 3282856.91012955 2863971.4665618557, 3319448.32841086 2857051.731228209, 3309626.082541132 2802232.366715866, 3272673.54332468 2809207.987577557));2084,2852746551057
15,75;58,75;2020;13,302;POLYGON ((4641867.983944675 3945581.944607562, 4637377.525762492 4001020.7917644233, 4666062.481110657 4003344.7544595376, 4670960.416681325 3947934.9426085963, 4641867.983944675 3945581.944607562));1612,113784689294
18,75;64,25;2020;29,105;POLYGON ((4738089.33651441 4569284.469510105, 4730810.929683394 4624292.634592377, 4754763.360020099 4627312.806493131, 4762467.856862959 4572353.204687508, 4738089.33651441 4569284.469510105));1351,5190566644249
0,75;46,75;2020;3,522;POLYGON ((3593265.1392352213 2645155.845147948, 3600111.380550325 2700328.1693384037, 3637833.121962768 2695588.9686816446, 3631346.1180090457 2640379.9429781446, 3593265.1392352213 2645155.845147948));2123,5184448846717
24,25;61,25;2020;11,928;POLYGON ((5075132.278236465 4286068.406847782, 5063493.65019703 4340559.609724969, 5089576.23019469 4345923.947582532, 5101625.628522376 4291507.9002184, 5075132.278236465 4286068.406847782));1495,4553587654934
-1,75;41,75;2020;3,95;POLYGON ((3319807.1678742464 2123998.3048860803, 3327946.7979636863 2178814.9078318714, 3368951.443246286 2172357.924860191, 3361149.6199958865 2117499.9300315045, 3319807.1678742464 2123998.3048860803));2309,4780044984773
6,75;43,75;2020;11,846;POLYGON ((4037313.9384646323 2272328.7498348914, 4039752.080559667 2327701.982472426, 4079903.9078513463 2325959.4257313013, 4077813.963451855 2270574.1949006594, 4037313.9384646323 2272328.7498348914));2237,1776146051307
14,25;58,75;2020;12,732;POLYGON ((4554486.389669798 3939749.096074064, 4551219.369624094 3995259.900243211, 4579954.304522798 3996978.285369827, 4583629.288676894 3941488.9420554456, 4554486.389669798 3939749.096074064));1612,1137886116496
29,25;66,25;2020;17,964;POLYGON ((5177547.147732963 4883520.528850023, 5161156.20650498 4936762.935482166, 5182573.589379452 4942913.843788258, 5199385.409909497 4889781.435222151, 5177547.147732963 4883520.528850023));1253,3544435819053
-2,75;39,25;2020;1,068;POLYGON ((3194031.192581429 1864481.5586552408, 3202568.28901788 1919105.4592259186, 3245137.9388612085 1911882.753681737, 3236927.846881006 1857216.7720527567, 3194031.192581429 1864481.5586552408));2395,806768120819
14,25;53,25;2020;2,826;POLYGON ((4589407.037329428 3328666.797202342, 4586310.443894597 3384234.808424289, 4619427.611998263 3386178.641649437, 4622910.944437371 3330629.9693004545, 4589407.037329428 3328666.797202342));1857,105184714889
18,75;65,75;2020;23,45;POLYGON ((4716161.775934664 4734228.213687419, 4708791.247282656 4789153.393609971, 4731454.754564518 4792025.4737890465, 4739256.693087234 4737150.058477787, 4716161.775934664 4734228.213687419));1278,0525940684458
14,75;61,75;2020;25,57;POLYGON ((4561324.708292978 4274223.377836207, 4557548.269948804 4329624.337703235, 4583781.926918545 4331396.198276472, 4587977.40000657 4276020.524242123, 4561324.708292978 4274223.377836207));1471,7558735032296
9,25;50,25;2020;9,291;POLYGON ((4249298.599371912 2987999.019001808, 4250049.035947193 3043606.996199726, 4285523.56610466 3043243.8666681694, 4285148.342041034 2987632.680915886, 4249298.599371912 2987999.019001808));1983,3617636973368
18,25;63,25;2020;17,85;POLYGON ((4727302.004851613 4456208.409110052, 4720508.393052424 4511311.355252005, 4745336.816996079 4514250.875257113, 4752553.2607940305 4459192.966500805, 4727302.004851613 4456208.409110052));1399,9542507396875
19,25;66,75;2020;17,999;POLYGON ((4723620.566176007 4846870.590593451, 4715754.242379994 4901684.2893133415, 4737525.097117108 4904613.163761205, 4745825.963705771 4849852.916471018, 4723620.566176007 4846870.590593451));1228,5547481699152
7,75;52,75;2020;2,774;POLYGON ((4151259.8344864952 3268551.747100368, 4153185.7348006926 3324162.3443266056, 4186737.535514444 3323122.7157595875, 4185196.7380499197 3267501.9832989774, 4151259.8344864952 3268551.747100368));1878,5254018687888
6,25;49,25;2020;5,541;POLYGON ((4028394.5124560315 2884261.471123078, 4031362.9600753533 2939788.5959312283, 4067533.8737901147 2937941.538161754, 4064936.2888234826 2882398.7066987925, 4028394.5124560315 2884261.471123078));2024,2110747512031
10,25;50,75;2020;9,767;POLYGON ((4321000 3043122.8222286683, 4321000 3098742.5296377395, 4356099.194332285 3098862.4932581196, 4356476.43389534 3043243.8666681694, 4321000 3043122.8222286683));1962,7015556876306
28,25;63,75;2020;21,62;POLYGON ((5210501.7812840175 4603609.531877443, 5195270.653926751 4657258.650874298, 5218887.729519965 4663610.481070229, 5234533.240695691 4610061.622440816, 5210501.7812840175 4603609.531877443));1375,7921556171218
-8,75;42,25;2020;5,129;POLYGON ((2760041.863758454 2297839.758315485, 2772967.378184582 2351898.95564669, 2812751.019370117 2341698.5846485198, 2800162.036288601 2287572.144422854, 2760041.863758454 2297839.758315485));2291,668844884837
26,75;61,75;2020;12,859;POLYGON ((5193433.25337354 4369238.538239482, 5179686.329420034 4423298.755518233, 5205114.707305825 4429501.416737354, 5219271.332361239 4375530.260955012, 5193433.25337354 4369238.538239482));1471,7558456193299
4,25;51,25;2020;2,147;POLYGON ((3900350.772802173 3116010.7562967218, 3904898.293658259 3171479.5433847695, 3939494.1656765533 3168747.435534112, 3935325.095057306 3113253.5203322764, 3900350.772802173 3116010.7562967218));1941,8862807288876
10,75;53,75;2020;3,495;POLYGON ((4354183.009118978 3377029.5583271086, 4353793.823295791 3432670.196649913, 4386585.831078238 3433009.9158413475, 4387364.189320393 3377372.7237748387, 4354183.009118978 3377029.5583271086));1835,537630154567
-4,75;40,25;2020;3,58;POLYGON ((3042765.835795318 2005271.675256762, 3052737.5277697193 2059750.467753169, 3094416.726970235 2051501.2056895222, 3084775.4815101945 1996972.3299254137, 3042765.835795318 2005271.675256762));2361,823161276998
24,75;65,75;2020;9,375;POLYGON ((4991292.8002461195 4780218.65886681, 4978774.253857383 4834359.505625164, 5001041.540479624 4839179.851157825, 5013985.703756279 4785122.770102731, 4991292.8002461195 4780218.65886681));1278,0526064441342
20,75;53,25;2020;9,563;POLYGON ((5023137.845035433 3372159.1414962686, 5015026.663926521 3427298.130044093, 5047787.194971122 3432203.9932004646, 5056282.541865982 3377113.9587202454, 5023137.845035433 3372159.1414962686));1857,1051364977122
25,25;62,75;2020;18,866;POLYGON ((5090530.020777212 4460069.340174243, 5077907.048637784 4514323.941914678, 5102657.05192657 4519814.603910334, 5115694.901929832 4465642.475710206, 5090530.020777212 4460069.340174243));1424,003459006085
-0,75;42,25;2020;7,099;POLYGON ((3410003.6751383482 2166174.5490928455, 3417514.1550414665 2221092.1344225546, 3458271.6700945487 2215220.84821657, 3451101.419387325 2160264.93231361, 3410003.6751383482 2166174.5490928455));2291,6690492244625
18,75;53,25;2020;2,323;POLYGON ((4890190.632221433 3354634.8331977464, 4883618.7597563155 3409946.8352553346, 4916521.945107506 3413943.530137134, 4923479.014760493 3358671.3620856167, 4890190.632221433 3354634.8331977464));1857,1051556913644
-7,75;43,75;2020;4,496;POLYGON ((2877339.8143602815 2440179.3668023273, 2889815.8314984804 2494397.6589959366, 2928727.044093864 2484930.924572834, 2916594.0614563227 2430646.6601791126, 2877339.8143602815 2440179.3668023273));2237,1773634478873
13,75;63,25;2020;19,37;POLYGON ((4499125.566659413 4437470.892411777, 4496148.796093041 4492856.401181363, 4521139.913361128 4494194.652310464, 4524541.5589804 4438829.6222868655, 4499125.566659413 4437470.892411777));1399,9542533216213
-3,25;40,75;2020;2,401;POLYGON ((3177955.0862669204 2035836.37153523, 3186992.4465433247 2090480.5907194288, 3228514.298530657 2083110.9196422559, 3219810.042911705 2028421.1684840173, 3177955.0862669204 2035836.37153523));2344,5562700194864
-0,25;41,25;2020;0,997;POLYGON ((3436894.731253744 2050415.5018141933, 3443975.72008005 2105329.4710141676, 3485455.2047993043 2099657.680559922, 3478710.4202087256 2044708.0946705998, 3436894.731253744 2050415.5018141933));2327,107527321397
19,75;64,25;2020;26,832;POLYGON ((4786819.620301958 4575596.433012165, 4778689.385563187 4630504.700225262, 4802587.542581122 4633868.172353546, 4811143.143421736 4579014.010418287, 4786819.620301958 4575596.433012165));1351,5190567792815
11,25;50,25;2020;9,635;POLYGON ((4392701.400628088 2987999.019001808, 4391950.964052807 3043606.996199726, 4427421.686726173 3044212.199462042, 4428547.312707754 2988609.569921546, 4392701.400628088 2987999.019001808));1983,3617630814817
23,25;62,75;2020;12,703;POLYGON ((4989423.518471006 4439583.084344743, 4978465.490350122 4494140.60579235, 5003389.079695883 4498919.09363773, 5014764.120670754 4444433.25447567, 4989423.518471006 4439583.084344743));1424,003462083669
